"CAS_number"	"Product_name"	"Active_substance"	"Active_substance_original"	"CAS_drugbank"	"Name_drugbank"	"InChiKey_drugbank"	"InChi_drugbank"	"SMILES_drugbank"	"ATC_codes_drugbank"	"Solubility_drugbank"	"MOA_drugbank"	"ID_drugbank"	"CAS_pubchem"	"CID_pubchem"	"Active_substance_pubchem"	"MolecularFormula_pubchem"	"MolecularWeight_pubchem"	"CanonicalSMILES_pubchem"	"IsomericSMILES_pubchem"	"InChI_pubchem"	"InChIKey_pubchem"	"IUPACName_pubchem"	"XLogP_pubchem"	"actMass_pubchem"
"74978-16-8"	"Gadral"	"magaldrate"	"Magaldrate"	"74978-16-8"	"magaldrate"	"SPPNVMTVMQOKSC-UHFFFAOYSA-A"	"1S/5Al.10Mg.2H2O4S.32H2O/c;;;;;;;;;;;;;;;2*1-5(2,3)4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/h;;;;;;;;;;;;;;;2*(H2,1,2,3,4);32*1H2/q5*+3;10*+2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/p-35"	"O.[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Mg++].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O"	"A02AD02|A02AF01"	""	"Not Available"	"DB08938"	"74978-16-8"	3086011	"Magaldrate"	"AlHMgO5S+2"	164.36	"[OH-].[O-]S(=O)(=O)[O-].[Mg+2].[Al+3]"	"[OH-].[O-]S(=O)(=O)[O-].[Mg+2].[Al+3]"	"InChI=1S/Al.Mg.H2O4S.H2O/c;;1-5(2,3)4;/h;;(H2,1,2,3,4);1H2/q+3;+2;;/p-3"	"JIFPTBLGXRKRAO-UHFFFAOYSA-K"	"aluminum;magnesium;hydroxide;sulfate"	NA	163.9210494
"75-00-3"	"Aethylum Chloratum Filofarm"	"ethyl chloride"	"Ethyl Chloride"	"75-00-3"	"ethyl chloride"	"HRYZWHHZPQKTII-UHFFFAOYSA-N"	"1S/C2H5Cl/c1-2-3/h2H2,1H3"	"CCCl"	"N01BX01"	"14.1 mg/mL"	"Not Available"	"DB13259"	"75-00-3"	6337	"Ethyl Chloride"	"C2H5Cl"	64.51	"CCCl"	"CCCl"	"InChI=1S/C2H5Cl/c1-2-3/h2H2,1H3"	"HRYZWHHZPQKTII-UHFFFAOYSA-N"	"chloroethane"	1.2	64.0079779
"75-47-8"	"Tamponade 2000"	"iodoform"	"Iodoform"	"75-47-8"	"iodoform"	"OKJPEAGHQZHRQV-UHFFFAOYSA-N"	"1S/CHI3/c2-1(3)4/h1H"	"[H]C(I)(I)I"	"D09AA13"	"0.143 mg/mL"	"While the mechanism of action of iodoform remains unclear, it is proposed that iodoform releases iodine, which denatures bacterial proteins by oxidation of the free iodine 5. Iodoform may also play a role in chemical debridement for effective necrotic wound healing and tissue damage repair via collagen fibrinolysis; upon treatment in necrotic tissue, iodoform reduced the size of the macromolecules containing collagen I in wound surface proteins 3. In human gingival fibroblasts in vitro, high concentrations of iodoform was shown to decrease the viability of macrophages and epithelial cells and reduced the secretion of P. gingivalis-induced TNFa 4. P. gingivalis is an anaerobic bacteria present in anaerobic oral niches including periapical sites and periodontal pockets 4."	"DB13813"	"75-47-8"	6374	"Iodoform"	"CHI3"	393.732	"C(I)(I)I"	"C(I)(I)I"	"InChI=1S/CHI3/c2-1(3)4/h1H"	"OKJPEAGHQZHRQV-UHFFFAOYSA-N"	"iodoform"	2.7	393.7212
"75011-65-3"	"Trazyl"	"ibopamine hydrochloride"	"Ibopamine Hydrochloride"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"75011-65-3"	156320	"Ibopamine Hydrochloride"	"C17H26ClNO4"	343.8	"CC(C)C(=O)OC1=C(C=C(C=C1)CCNC)OC(=O)C(C)C.Cl"	"CC(C)C(=O)OC1=C(C=C(C=C1)CCNC)OC(=O)C(C)C.Cl"	"InChI=1S/C17H25NO4.ClH/c1-11(2)16(19)21-14-7-6-13(8-9-18-5)10-15(14)22-17(20)12(3)4;/h6-7,10-12,18H,8-9H2,1-5H3;1H"	"ALIXRWKJZYLBJI-UHFFFAOYSA-N"	"[4-[2-(methylamino)ethyl]-2-(2-methylpropanoyloxy)phenyl] 2-methylpropanoate;hydrochloride"	NA	343.155036
"75018-71-2"	"Sehcat"	"tauroselcholic acid"	"Tauroselcholic Acid"	"75018-71-2"	"tauroselcholic acid"	"JCMLWGQJPSGGEI-HZAMXZRMSA-N"	"1S/C26H45NO7SSe/c1-15(13-36-14-23(31)27-8-9-35(32,33)34)18-4-5-19-24-20(12-22(30)26(18,19)3)25(2)7-6-17(28)10-16(25)11-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1"	"[H]O[C@@H]1CC[C@@]2(C)[C@@]([H])(C1)C[C@@H](O[H])[C@@]1([H])[C@]3([H])CC[C@]([H])([C@H](C)C[Se]CC(=O)N([H])CCS(=O)(=O)O[H])[C@@]3(C)[C@@H](O[H])C[C@]21[H]"	NA	"0.104 mg/mL"	"Not Available"	"DB15973"	"75018-71-2"	3086012	"Tauroselcholic Acid"	"C26H45NO7SSe"	594.7	"CC(C[Se]CC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C"	"C[C@H](C[Se]CC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C"	"InChI=1S/C26H45NO7SSe/c1-15(13-36-14-23(31)27-8-9-35(32,33)34)18-4-5-19-24-20(12-22(30)26(18,19)3)25(2)7-6-17(28)10-16(25)11-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,22+,24+,25+,26-/m1/s1"	"JCMLWGQJPSGGEI-HZAMXZRMSA-N"	"2-[[2-[(2S)-2-[(3R,5S,7R,8R,9S,10S,12S,13S,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]propyl]selanylacetyl]amino]ethanesulfonic acid"	NA	595.2082
"75067-66-2"	"Impromen Decanoas"	"bromperidol decanoate"	"Bromperidol Decanoate"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"75067-66-2"	156321	"Bromperidol Decanoate"	"C31H41BrFNO3"	574.6	"CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)C3=CC=C(C=C3)Br"	"CCCCCCCCCC(=O)OC1(CCN(CC1)CCCC(=O)C2=CC=C(C=C2)F)C3=CC=C(C=C3)Br"	"InChI=1S/C31H41BrFNO3/c1-2-3-4-5-6-7-8-11-30(36)37-31(26-14-16-27(32)17-15-26)20-23-34(24-21-31)22-9-10-29(35)25-12-18-28(33)19-13-25/h12-19H,2-11,20-24H2,1H3"	"ZINCPWWBSRSXBH-UHFFFAOYSA-N"	"[4-(4-bromophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]piperidin-4-yl] decanoate"	7.9	573.22538
"75330-75-5"	"Colesvir"	"lovastatin"	"Lovastatin"	"75330-75-5"	"lovastatin"	"PCZOHLXUXFIOCF-BXMDZJJMSA-N"	"1S/C24H36O5/c1-5-15(3)24(27)29-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-19-12-18(25)13-22(26)28-19/h6-7,10,14-16,18-21,23,25H,5,8-9,11-13H2,1-4H3/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1"	"[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC"	"C10AA02|C10BA01"	"0.0243 mg/mL"	"Lovastatin is a lactone which is readily hydrolyzed in vivo to the corresponding ß-hydroxyacid and strong inhibitor of HMG-CoA reductase, a hepatic microsomal enzyme which catalyzes the conversion of HMG-CoA (3-hydroxy-3-methylglutaryl-coenzyme A ) to mevalonate, an early rate-limiting step in cholesterol biosynthesis.12,2 At therapeutic lovastatin doses, HMG-CoA reductase is not completely blocked, thereby allowing biologically necessary amounts of mevalonate to be available. Because the conversion of HMG-CoA to mevalonate is an early step in the biosynthetic pathway for cholesterol, therapy with lovastatin would not be expected to cause an accumulation of potentially toxic sterols.44
Lovastatin acts primarily in the liver, where decreased hepatic cholesterol concentrations stimulate the upregulation of hepatic low density lipoprotein (LDL) receptors which increase hepatic uptake of LDL. Lovastatin also inhibits hepatic synthesis of very low density lipoprotein (VLDL). The overall effect is a decrease in plasma LDL and VLDL and a significant reduction in the risk of development of CVD and all-cause mortality.17,18,19,20,21
A significant effect on LDL-C reduction was seen within 2 weeks of initiation of lovastatin, and the maximum therapeutic response occurred within 4-6 weeks. The response was maintained during continuation of therapy. Single daily doses given in the evening were more effective than the same dose given in the morning, perhaps because cholesterol is synthesized mainly at night. When therapy with lovastatin is stopped, total cholesterol has been shown to return to pre-treatment levels.44
In vitro and in vivo animal studies also demonstrate that lovastatin exerts vasculoprotective effects independent of its lipid-lowering properties, also known as the pleiotropic effects of statins.31 This includes improvement in endothelial function, enhanced stability of atherosclerotic plaques, reduced oxidative stress and inflammation, and inhibition of the thrombogenic response.
Statins have also been found to bind allosterically to ß2 integrin function-associated antigen-1 (LFA-1), which plays an important role in leukocyte trafficking and in T cell activation.32
Lovastatin has been reported to have beneficial effects on certain cancers. This includes a multi-factorial stress-triggered cell death (apoptosis) and DNA degradation response in breast cancer cells.33 It has also been shown to inhibit histone deacetylase 2 (HDAC2) activity and increase the accumulation of acetylated histone-H3 and the expression of p21(WAF/CIP) in human cancer cells, suggesting that statins might serve as novel HDAC inhibitors for cancer therapy and chemoprevention.37
Target
Actions
Organism

A3-hydroxy-3-methylglutaryl-coenzyme A reductase

inhibitor
Humans

UIntegrin alpha-L

inhibitor
Humans

NHistone deacetylase 2

inhibitor
Humans"	"DB00227"	"74133-25-8"	53232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"7542-37-2"	"Humatin"	"paromomycin sulfate"	"Paromomycin Sulfate"	"7542-37-2"	"paromomycin"	"UOZODPSAJZTQNH-LSWIJEOBSA-N"	"1S/C23H45N5O14/c24-2-7-13(32)15(34)10(27)21(37-7)41-19-9(4-30)39-23(17(19)36)42-20-12(31)5(25)1-6(26)18(20)40-22-11(28)16(35)14(33)8(3-29)38-22/h5-23,29-36H,1-4,24-28H2/t5-,6+,7+,8-,9-,10-,11-,12+,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23+/m1/s1"	"NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O"	"A07AA06"	"79.7 mg/mL"	"Paromomycin inhibits protein synthesis by binding to 16S ribosomal RNA. Bacterial proteins are synthesized by ribosomal RNA complexes which are composed of 2 subunits, a large subunit (50s) and small (30s) subunit, which forms a 70s ribosomal subunit. tRNA binds to the top of this ribosomal structure. Paramomycin binds to the A site, which causes defective polypeptide chains to be produced. Continuous production of defective proteins eventually leads to bacterial death.
Target
Actions
Organism

A30S ribosomal protein S10

inhibitor
Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)

A16S ribosomal RNA

inhibitor
Enteric bacteria and other eubacteria"	"DB01421"	"1263-89-4"	441375	"Paromomycin"	"C23H45N5O14"	615.6	"C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N"	"C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@@H](O4)CN)O)O)N)O)O)N"	"InChI=1S/C23H45N5O14/c24-2-7-13(32)15(34)10(27)21(37-7)41-19-9(4-30)39-23(17(19)36)42-20-12(31)5(25)1-6(26)18(20)40-22-11(28)16(35)14(33)8(3-29)38-22/h5-23,29-36H,1-4,24-28H2/t5-,6+,7+,8-,9-,10-,11-,12+,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23+/m1/s1"	"UOZODPSAJZTQNH-LSWIJEOBSA-N"	"(2S,3S,4R,5R,6R)-5-amino-2-(aminomethyl)-6-[(2R,3S,4R,5S)-5-[(1R,2R,3S,5R,6S)-3,5-diamino-2-[(2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-hydroxycyclohexyl]oxy-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]oxyoxane-3,4-diol"	-8.7	615.29630113
"755037-03-7"	"Stivarga"	"regorafenib"	"Regorafenib"	"755037-03-7"	"regorafenib"	"FNHKPVJBJVTLMP-UHFFFAOYSA-N"	"1S/C21H15ClF4N4O3/c1-27-19(31)18-10-13(6-7-28-18)33-12-3-5-17(16(23)9-12)30-20(32)29-11-2-4-15(22)14(8-11)21(24,25)26/h2-10H,1H3,(H,27,31)(H2,29,30,32)"	"CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1"	"L01XE21"	"0.00102 mg/mL"	"Regorafenib is a small molecule inhibitor of multiple membrane-bound and intracellular kinases involved in normal cellular functions and in pathologic processes such as oncogenesis, tumor angiogenesis, and maintenance of the tumor microenvironment. In in vitro biochemical or cellular assays, regorafenib or its major human active metabolites M-2 and M-5 inhibited the activity of RET, VEGFR1, VEGFR2, VEGFR3, KIT, PDGFR-alpha, PDGFR-beta, FGFR1, FGFR2, TIE2, DDR2, TrkA, Eph2A, RAF-1, BRAF, BRAFV600E , SAPK2, PTK5, and Abl at concentrations of regorafenib that have been achieved clinically. In in vivo models, regorafenib demonstrated anti-angiogenic activity in a rat tumor model, and inhibition of tumor growth as well as anti-metastatic activity in several mouse xenograft models including some for human colorectal carcinoma.
Target
Actions
Organism

AVascular endothelial growth factor receptor 1

inhibitor
Humans

AVascular endothelial growth factor receptor 2

inhibitor
Humans

AVascular endothelial growth factor receptor 3

inhibitor
Humans

AMast/stem cell growth factor receptor Kit

inhibitor
Humans

APlatelet-derived growth factor receptor alpha

inhibitor
Humans

APlatelet-derived growth factor receptor beta

inhibitor
Humans

AFibroblast growth factor receptor 1

inhibitor
Humans

AFibroblast growth factor receptor 2

inhibitor
Humans

AAngiopoietin-1 receptor

inhibitor
Humans

ADiscoidin domain-containing receptor 2

inhibitor
Humans

AHigh affinity nerve growth factor receptor

inhibitor
Humans

AEphrin type-A receptor 2

inhibitor
Humans

ARAF proto-oncogene serine/threonine-protein kinase

inhibitor
Humans

ASerine/threonine-protein kinase B-raf

inhibitor
Humans

AMitogen-activated protein kinase 11

inhibitor
Humans

ATyrosine-protein kinase FRK

inhibitor
Humans

ATyrosine-protein kinase ABL1

inhibitor
Humans

AProto-oncogene tyrosine-protein kinase receptor Ret

inhibitor
Humans"	"DB08896"	NA	11167602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"75530-68-6"	"Escor"	"nilvadipine"	"Nilvadipine"	"75530-68-6"	"nilvadipine"	"FAIIFDPAEUKBEP-UHFFFAOYSA-N"	"1S/C19H19N3O6/c1-10(2)28-19(24)15-11(3)21-14(9-20)17(18(23)27-4)16(15)12-6-5-7-13(8-12)22(25)26/h5-8,10,16,21H,1-4H3"	"COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N"	"C08CA10"	"0.0124 mg/mL"	"Nilvadipine inhibits the influx of extracellular calcium through myocardial and vascular membrane pores by physically plugging the channel. The decrease in intracellular calcium inhibits the contractile processes of smooth muscle cells, causing dilation of the coronary and systemic arteries, increased oxygen delivery to the myocardial tissue, decreased total peripheral resistance, decreased systemic blood pressure, and decreased afterload.
Target
Actions
Organism

AVoltage-dependent L-type calcium channel subunit alpha-1C

inhibitor
Humans

AVoltage-dependent calcium channel subunit alpha-2/delta-1

inhibitor
Humans

AVoltage-dependent L-type calcium channel subunit beta-2

inhibitor
Humans

UVoltage-dependent L-type calcium channel subunit alpha-1D

inhibitor
Humans

UVoltage-dependent L-type calcium channel subunit alpha-1S

inhibitor
Humans

UVoltage-dependent calcium channel subunit alpha-2/delta-3

inhibitor
Humans

UVoltage-dependent T-type calcium channel subunit alpha-1H

inhibitor
Humans

UVoltage-dependent T-type calcium channel subunit alpha-1I

inhibitor
Humans

UVoltage gated L-type calcium channel

blocker
Humans

UVoltage-dependent T-type calcium channel

inhibitor
Humans"	"DB06712"	"75530-68-6"	4494	"Nilvadipine"	"C19H19N3O6"	385.4	"CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C"	"CC1=C(C(C(=C(N1)C#N)C(=O)OC)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC(C)C"	"InChI=1S/C19H19N3O6/c1-10(2)28-19(24)15-11(3)21-14(9-20)17(18(23)27-4)16(15)12-6-5-7-13(8-12)22(25)26/h5-8,10,16,21H,1-4H3"	"FAIIFDPAEUKBEP-UHFFFAOYSA-N"	"3-O-methyl 5-O-propan-2-yl 2-cyano-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate"	2.9	385.12738533
"7554-65-6"	"Fomepizole Ap-Hp"	"fomepizole"	"Fomepizole"	"7554-65-6"	"fomepizole"	"RIKMMFOAQPJVMX-UHFFFAOYSA-N"	"1S/C4H6N2/c1-4-2-5-6-3-4/h2-3H,1H3,(H,5,6)"	"CC1=CNN=C1"	"V03AB34"	"559.0 mg/mL"	"Antizol (fomepizole) is a competitive inhibitor of alcohol dehydrogenase. Alcohol dehydrogenase catalyzes the oxidation of ethanol to acetaldehyde. Alcohol dehydrogenase also catalyzes the initial steps in the metabolism of ethylene glycol and methanol to their toxic metabolites.
Target
Actions
Organism

AAlcohol dehydrogenase 1A

inhibitor
Humans

AAlcohol dehydrogenase 1B

inhibitor
Humans

AAlcohol dehydrogenase 1C

inhibitor
Humans

ACatalase

inhibitor
Humans"	"DB01213"	"7554-65-6"	3406	"Fomepizole"	"C4H6N2"	82.1	"CC1=CNN=C1"	"CC1=CNN=C1"	"InChI=1S/C4H6N2/c1-4-2-5-6-3-4/h2-3H,1H3,(H,5,6)"	"RIKMMFOAQPJVMX-UHFFFAOYSA-N"	"4-methyl-1H-pyrazole"	1.4	82.0530982
"75567-37-2"	"Picato"	"ingenol mebutate"	"Ingenol Mebutate"	"75567-37-2"	"ingenol mebutate"	"VDJHFHXMUKFKET-UXMMOKKRSA-N"	"1S/C25H34O6/c1-7-12(2)22(29)31-21-13(3)10-24-14(4)8-17-18(23(17,5)6)16(20(24)28)9-15(11-26)19(27)25(21,24)30/h7,9-10,14,16-19,21,26-27,30H,8,11H2,1-6H3/b12-7-/t14-,16-,17-,18+,19-,21+,24+,25+/m1/s1"	"[H][C@@]12C[C@@H](C)[C@]34C=C(C)[C@H](OC(=O)C(\C)=C/C)[C@@]3(O)[C@H](O)C(CO)=C[C@@]([H])(C4=O)[C@]1([H])C2(C)C"	"D06BX02"	"0.279 mg/mL"	"The exact mechanism of action of ingenol mebutate in actinic keratosis is unknown. It is presumed to involve primary necrosis then neutrophil-mediated inflammation and antibody-dependent cell death of residual disease cells. Additionally in early studies, PEP005 was shown to be an effective activator of PKC-delta and PKC-delta translocation into nucleus and membranes. PEP005 also downregulates the expression and activity of PKC-alpha. PEP005 induced modulation of PKCs leads to Ras/Raf/MAPK and p38 activation and AKT/PKB inhibition.
Target
Actions
Organism

UProtein kinase C delta type

ligand
Humans

UProtein kinase C alpha type

ligand
Humans"	"DB05013"	NA	6918670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"75695-93-1"	"Clivoten"	"isradipine"	"Isradipine"	"75695-93-1"	"isradipine"	"HMJIYCCIJYRONP-UHFFFAOYSA-N"	"1S/C19H21N3O5/c1-9(2)26-19(24)15-11(4)20-10(3)14(18(23)25-5)16(15)12-7-6-8-13-17(12)22-27-21-13/h6-9,16,20H,1-5H3"	"COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C"	"C08CA03"	"0.228 mg/mL"	"Isradipine belongs to the dihydropyridine (DHP) class of calcium channel blockers (CCBs), the most widely used class of CCBs. There are at least five different types of calcium channels in Homo sapiens: L-, N-, P/Q-, R- and T-type. CCBs target L-type calcium channels, the major channel in muscle cells that mediates contraction. Similar to other DHP CCBs, isradipine binds directly to inactive calcium channels stabilizing their inactive conformation. Since arterial smooth muscle depolarizations are longer in duration than cardiac muscle depolarizations, inactive channels are more prevalent in smooth muscle cells. Alternative splicing of the alpha-1 subunit of the channel gives isradipine additional arterial selectivity. At therapeutic sub-toxic concentrations, isradipine has little effect on cardiac myocytes and conduction cells.
Target
Actions
Organism

AVoltage-dependent L-type calcium channel subunit alpha-1C

inhibitor
Humans

AVoltage-dependent calcium channel subunit alpha-2/delta-1

inhibitor
Humans

AVoltage-dependent L-type calcium channel subunit beta-2

inhibitor
Humans

AVoltage-dependent T-type calcium channel subunit alpha-1H

inhibitor
Humans

AVoltage-dependent calcium channel subunit alpha-2/delta-2

inhibitor
Humans

AVoltage-dependent L-type calcium channel subunit alpha-1D

inhibitor
Humans

AVoltage-dependent L-type calcium channel subunit alpha-1S

inhibitor
Humans"	"DB00270"	"75695-93-1"	3784	"Isradipine"	"C19H21N3O5"	371.4	"CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC"	"CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC"	"InChI=1S/C19H21N3O5/c1-9(2)26-19(24)15-11(4)20-10(3)14(18(23)25-5)16(15)12-7-6-8-13-17(12)22-27-21-13/h6-9,16,20H,1-5H3"	"HMJIYCCIJYRONP-UHFFFAOYSA-N"	"3-O-methyl 5-O-propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate"	4.3	371.14812078
"75696-02-5"	"Gerodorm"	"cinolazepam"	"Cinolazepam"	"75696-02-5"	"cinolazepam"	"XAXMYHMKTCNRRZ-UHFFFAOYSA-N"	"1S/C18H13ClFN3O2/c19-11-6-7-15-13(10-11)16(12-4-1-2-5-14(12)20)22-17(24)18(25)23(15)9-3-8-21/h1-2,4-7,10,17,24H,3,9H2"	"OC1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)N(CCC#N)C1=O"	"N05CD13"	"0.012 mg/mL"	"Cinolazepam binds to central benzodiazepine receptors which interact allosterically with GABA receptors. This potentiates the effects of the inhibitory neurotransmitter GABA, increasing the inhibition of the ascending reticular activating system and blocking the cortical and limbic arousal that occurs following stimulation of the reticular pathways.
Target
Actions
Organism

AGABA(A) Receptor

positive allosteric modulator
Humans

AGABA(A) Receptor Benzodiazepine Binding Site

ligand
Humans"	"DB01594"	"75696-02-5"	3033621	"Cinolazepam"	"C18H13ClFN3O2"	357.8	"C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCC#N)O)F"	"C1=CC=C(C(=C1)C2=NC(C(=O)N(C3=C2C=C(C=C3)Cl)CCC#N)O)F"	"InChI=1S/C18H13ClFN3O2/c19-11-6-7-15-13(10-11)16(12-4-1-2-5-14(12)20)22-17(24)18(25)23(15)9-3-8-21/h1-2,4-7,10,17,24H,3,9H2"	"XAXMYHMKTCNRRZ-UHFFFAOYSA-N"	"3-[7-chloro-5-(2-fluorophenyl)-3-hydroxy-2-oxo-3H-1,4-benzodiazepin-1-yl]propanenitrile"	2	357.0680325
"75706-12-6"	"Arava"	"leflunomide"	"Leflunomide"	"75706-12-6"	"leflunomide"	"VHOGYURTWQBHIL-UHFFFAOYSA-N"	"1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)"	"CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F"	"L04AA13"	"0.0844 mg/mL"	"Leflunomide is a prodrug that is rapidly and almost completely metabolized following oral administration to its pharmacologically active metabolite, A77 1726. This metabolite is responsible for essentially all of the drug's activity in-vivo. The mechanism of action of leflunomide has not been fully determined, but appears to primarily involve regulation of autoimmune lymphocytes. It has been suggested that leflunomide exerts its immunomodulating effects by preventing the expansion of activated autoimmune lymphocytes via interferences with cell cycle progression. In-vitro data indicates that leflunomide interferes with cell cycle progression by inhibiting dihydroorotate dehydrogenase (a mitochondrial enzyme involved in de novo pyrimidine ribonucleotide uridine monophosphate (rUMP)synthesis) and has antiproliferative activity. Human dihydroorotate dehydrogenase consists of 2 domains: an a/ß-barrel domain containing the active site and an a-helical domain that forms a tunnel leading to the active site. A77 1726 binds to the hydrophobic tunnel at a site near the flavin mononucleotide. Inhibition of dihydroorotate dehydrogenase by A77 1726 prevents production of rUMP by the de novo pathway; such inhibition leads to decreased rUMP levels, decreased DNA and RNA synthesis, inhibition of cell proliferation, and G1 cell cycle arrest. It is through this action that leflunomide inhibits autoimmune T-cell proliferation and production of autoantibodies by B cells. Since salvage pathways are expected to sustain cells arrested in the G1 phase, the activity of leflunomide is cytostatic rather than cytotoxic. Other effects that result from reduced rUMP levels include interference with adhesion of activated lymphocytes to the synovial vascular endothelial cells, and increased synthesis of immunosuppressive cytokines such as transforming growth factor-ß (TGF-ß). Leflunomide is also a tyrosine kinase inhibitor. Tyrosine kinases activate signalling pathways leading to DNA repair, apoptosis and cell proliferation. Inhibition of tyrosine kinases can help to treating cancer by preventing repair of tumor cells. 
Target
Actions
Organism

ADihydroorotate dehydrogenase (quinone), mitochondrial

inhibitor
Humans

UAryl hydrocarbon receptor

agonist
Humans

UProtein-tyrosine kinase 2-beta

antagonist
Humans"	"DB01097"	"75706-12-6"	3899	"Leflunomide"	"C12H9F3N2O2"	270.21	"CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F"	"CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F"	"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)"	"VHOGYURTWQBHIL-UHFFFAOYSA-N"	"5-methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide"	2.5	270.06161202
